Number,Theme,Subtheme,Set name,Pieces,RRP (USD)
45000-1,Education,Duplo,Creative Builder,124.0,89.99
76101-1,Marvel Super Heroes,Avengers: Infinity War,Outrider Dropship Attack,124.0,14.99
70900-1,The LEGO Batman Movie,,The Joker Balloon Escape,124.0,14.99
10411-1,Duplo,Seasonal,Learn About Chinese Culture,124.0,69.99
40468-1,Creator,Miscellaneous,Yellow Taxi,124.0,9.99
76204-1,Marvel Super Heroes,Avengers,Black Panther Mech Armor,124.0,9.99
41620-1,BrickHeadz,Star Wars,Stormtrooper,124.0,9.99
41628-1,BrickHeadz,Star Wars,Princess Leia Organa,124.0,9.99
43174-1,Disney,Storybook Adventures,Mulan's Storybook Adventures,124.0,19.99
75358-1,Star Wars,Young Jedi Adventures,Tenoo Jedi Temple,124.0,39.99
10933-1,Duplo,,Tower Crane & Construction,123.0,129.99
11001-1,Classic,Bricks,Bricks and Ideas,123.0,9.99
10671-1,Juniors,City,Fire Emergency,123.0,19.99
341-2,Fabuland,,Catherine Cat's House and Mortimer Mouse,123.0,3.0
3552-1,Znap,,Hover Sub,123.0,20.0
7091-1,Castle,Fantasy Era,Knight's Catapult Defense,123.0,9.99
3848-1,Games,,Pirate Plank,122.0,14.99
4541-1,Trains,9V,Rail and Road Service Truck,122.0,13.0
1475-1,Town,Flight,Airport Security Squad,122.0,10.0
1808-1,Town,Special,Light Aircraft and Ground Support,122.0,10.0
6614-1,Town,Launch Command,Launch Evac 1,122.0,9.25
40110-1,City,Police,LEGO City Coin Bank,122.0,14.99
70801-1,The LEGO Movie,,Melting Room,122.0,12.99
70126-1,Legends of Chima,Legend Beasts,Crocodile Legend Beast,122.0,9.99
31056-1,Creator,3 in 1,Green Cruiser,122.0,9.99
41598-1,BrickHeadz,DC Comics Super Heroes,The Flash,122.0,9.99
41169-1,Disney,Frozen II,Olaf,122.0,14.99
70680-1,Ninjago,General,Monastery Training,122.0,9.99
60342-1,City,Stuntz,The Shark Attack Stunt Challenge,122.0,34.99
76400-1,Harry Potter,Order of the Phoenix,Hogwarts Carriage and Thestrals,121.0,19.99
10907-1,Duplo,,World Animals,121.0,99.99
75945-1,Harry Potter,Prisoner of Azkaban,Expecto Patronum,121.0,19.99
76168-1,Marvel Super Heroes,Avengers,Captain America Mech Armor,121.0,9.99
40264-1,Friends,Miscellaneous,Build My Heartlake City Accessory Set,121.0,9.99
70123-1,Legends of Chima,Legend Beasts,Lion Legend Beast,121.0,9.99
10525-1,Duplo,,Big Farm,121.0,59.99
6573-1,Town,Arctic,Arctic Expedition,121.0,15.0
7139-1,Star Wars,Episode VI,Ewok Attack,121.0,13.0
6886-1,Space,Space Police,Galactic Peace Keeper,121.0,12.0
10013-1,Trains,9V,Open Freight Wagon,121.0,17.0
4135-1,Freestyle,,"Freestyle Canister, 3+",121.0,10.0
RALEIGH-1,Promotional,LEGO brand store opening set,{Lighthouse},121.0,0.0
5930-1,Bricks and More,,Road Construction Building Set,121.0,9.99
31002-1,Creator,3 in 1,Super Racer,121.0,14.99
4284-1,Classic,,Trial Size Box 5+,121.0,6.0
8281-1,Technic,,Mini Tractor,121.0,10.0
M1089065-1,Miscellaneous,Muji,Christmas,120.0,29.5
853195-1,Miscellaneous,Accessories,Brick Calendar,120.0,14.99
4719-1,Harry Potter,Chamber of Secrets,Quality Quidditch Supplies,120.0,10.0
3270-1,Scala,Dolls,Dream Cottage,120.0,76.0
205-2,Basic,,People Set,120.0,29.0
7415-1,Adventurers,Orient Expedition,Aero Nomad,120.0,20.0
4422-1,Duplo,,Handy Box,120.0,15.0
8818-1,Technic,,Dune Buggy,120.0,13.25
6548-1,Town,City,Octan Gas Station,120.0,24.0
120-2,Samsonite,Basic Set,Small Basic Set,120.0,2.95
71302-1,Bionicle,Elemental Creatures,Akida - Creature of Water,120.0,9.99
40153-1,Seasonal,Birthday,Birthday Table Decoration,120.0,9.99
75164-1,Star Wars,Rogue One,Rebel Trooper Battle Pack,120.0,14.99
77907-1,Super Mario,Expansion Set,Toad's Special Hideaway,120.0,19.99
40350-1,BrickHeadz,Seasonal,Easter Chick,120.0,9.99
42091-1,Technic,,Police Pursuit,120.0,19.99
10767-1,Disney,Toy Story 4,Duke Caboom's Stunt Show,120.0,19.99
10887-1,Duplo,,Creative Fun,120.0,39.99
10978-1,Duplo,,Creative Building Time,120.0,44.99
40460-1,Creator,Botanical Collection,Roses,120.0,14.99
41932-1,Dots,Extra Dots,Extra DOTS - Series 5,120.0,3.99
71815-1,Ninjago,Dragons Rising Season 2,Kai's Source Dragon Battle,120.0,37.99
40673-1,BrickHeadz,Disney,Spring Festival Mickey Mouse,120.0,9.99
75345-1,Star Wars,The Clone Wars,501st Clone Troopers Battle Pack,119.0,19.99
75547-1,Minions: The Rise of Gru,,Minion Pilot in Training,119.0,29.99
41330-1,Friends,Sports,Stephanie's Soccer Practice,119.0,14.99
41602-1,BrickHeadz,Star Wars,Rey,119.0,9.99
71247-1,Dimensions,Team Pack,Harry Potter Team Pack,119.0,24.99
31017-1,Creator,3 in 1,Sunset Speeder,119.0,12.99
41031-1,Friends,Great Outdoors,Andrea's Mountain Hut,119.0,9.99
6248-1,Pirates,,Volcano Island,119.0,12.0
5880-1,Belville,,Prize Pony Stables,119.0,54.0
8471-1,Racers,Drome Racers,Nitro Burner,119.0,20.0
3118-1,Scala,Dolls,Fun Fashion Boutique,119.0,54.0
4167-1,Mickey Mouse,,Mickey's Mansion,119.0,40.0
8065-1,Technic,,Mini Container Truck,119.0,10.99
76002-1,DC Comics Super Heroes,Man of Steel,Superman: Metropolis Showdown,119.0,12.99
8059-1,Atlantis,,Seabed Scavenger,119.0,14.99
7591-1,Toy Story,Buildable Figures,Construct-a-Zurg,118.0,24.99
3179-1,City,Traffic,Repair Truck,118.0,12.99
3835-1,Games,,Robo Champ,118.0,4.99
6205-1,Star Wars,Episode III,V-wing Fighter,118.0,10.0
7890-1,City,Medical,Ambulance,118.0,7.99
3845-1,Games,,Shave A Sheep,118.0,9.99
8022-1,Technic,Universal,Multi Model Starter Set,118.0,15.5
7119-1,Star Wars,Episode V,Twin-Pod Cloud Car,118.0,10.0
6480-1,Town,Fire,Hook and Ladder Truck,118.0,20.0
71267-1,Dimensions,Level Pack,The Goonies Level Pack,118.0,29.99
41594-1,BrickHeadz,Disney,Captain Armando Salazar,118.0,9.99
40220-1,Creator,Promotional,London Bus,118.0,9.99
41361-1,Friends,Farm,Mia's Foal Stable ,118.0,19.99
75226-1,Star Wars,Battlefront,Inferno Squad Battle Pack,118.0,14.99
41946-1,Dots,Extra Dots,Extra DOTS - Series 6,118.0,3.99
40517-1,Creator,Miscellaneous,Vespa,118.0,9.99
10974-1,Duplo,,Wild Animals of Asia,118.0,99.99
10775-1,Disney,Mickey and Friends,Mickey Mouse & Donald Duck's Farm,118.0,29.99
40456-1,Brick Sketches,Disney,Mickey Mouse,118.0,16.99
60341-1,City,Stuntz,The Knockdown Stunt Challenge,117.0,34.99
10970-1,Duplo,,Fire Station & Helicopter,117.0,89.99
60360-1,City,Stuntz,Spinning Stunt Challenge,117.0,39.99
70662-1,Ninjago,Spinjitzu,Spinjitzu Cole,117.0,9.99
70821-1,The LEGO Movie 2,,Emmet and Benny's 'Build and Fix' Workshop!,117.0,19.99
42101-1,Technic,,Buggy,117.0,12.99
75166-1,Star Wars,Episode VII,First Order Transport Speeder Battle Pack,117.0,14.99
6490-1,Town,Outback,Amazon Crossing,117.0,15.0
1380-1,Studios,Horror,Werewolf Ambush,117.0,10.0
70114-1,Legends of Chima,Speedorz,Sky Joust,117.0,19.99
9203-2,Dacta,Duplo,Tech Machines,117.0,105.0
6191-1,Bricks and More,,Fire Fighter Building Set,117.0,9.99
8045-1,Technic,,Mini Telehandler,117.0,10.99
5609-1,Duplo,LEGO Ville,Deluxe Train Set,116.0,119.99
8935-1,Bionicle,Warriors,Nocturn,116.0,14.99
8356-1,Racers,Drome Racers,Jungle Monster,116.0,15.0
10729-1,Juniors,Disney Princess,Cinderella's Carriage,116.0,24.99
41596-1,BrickHeadz,Disney,Beast,116.0,9.99
10743-1,Juniors,Cars 3,Smokey's Garage,116.0,19.99
41166-1,Disney,Frozen II,Elsa and the Reindeer Carriage,116.0,29.99
41958-1,Dots,Extra Dots,Extra DOTS Series 7 - Sport,115.0,3.99
41803-1,Dots,Extra Dots,Extra DOTS Series 8 - Glitter and Shine,115.0,3.99
70824-1,The LEGO Movie 2,,Introducing Queen Watevra Wa'Nabi,115.0,19.99
41160-1,Disney,The Little Mermaid,Ariel's Castle,115.0,24.99
40307-1,Disney,Miscellaneous,Castle Interior Kit,115.0,9.99
40386-1,Brick Sketches,DC Comics Super Heroes,Batman,115.0,16.99
10749-1,Juniors,Friends,Mia's Organic Food Market,115.0,19.99
10751-1,Juniors,City,Mountain Police Chase,115.0,19.99
801-3,Samsonite,Model Maker,Space Rocket,115.0,0.98
71228-1,Dimensions,Level Pack,Ghostbusters Level Pack,115.0,29.99
70817-1,The LEGO Movie,,Batman & Super Angry Kitty Attack,115.0,9.99
70139-1,Legends of Chima,Speedorz,Sky Launch,115.0,12.99
8241-1,Technic,Speed Slammers,Battle Cars,115.0,9.0
6890-1,Space,Classic,Cosmic Cruiser,115.0,11.0
7532-1,Clikits,,My Special Storage Space,115.0,35.0
4793-1,Alpha Team,Mission Deep Sea,Ogel Shark Sub,115.0,20.0
7574-1,Clikits,Seasonal,CLIKITS Holiday Gift Calendar,115.0,20.0
4864-1,Duplo,Castle,Castle,115.0,79.99
8424-1,Cars,Cars 2,Mater's Spy Zone,114.0,14.99
4579-1,Racers,Xalax,Freeze & Chill,114.0,20.0
3579-1,Sports,Hockey,NHL Street Hockey,114.0,20.0
6900-1,Space,UFO,Cyber Saucer,114.0,22.0
6999-1,Space,UFO,Cyber Saucer,114.0,20.0
6670-1,Town,Vehicles,Rescue Rig,114.0,9.25
6477-1,Town,City,Fire Fighters' Lift Truck,114.0,20.0
40120-1,Seasonal,Valentine's Day,Valentine's Day Dinner,114.0,9.99
41120-1,Friends,Adventure Camp,Adventure Camp Archery,114.0,9.99
71313-1,Bionicle,Shadow Horde,Lava Beast,114.0,14.99
43191-1,Disney,The Little Mermaid,Ariel's Celebration Boat,114.0,29.99
40273-1,BrickHeadz,Seasonal,Thanksgiving Turkey,114.0,9.99
31092-1,Creator,3 in 1,Helicopter Adventure,114.0,9.99
40552-1,BrickHeadz,Disney,Buzz Lightyear,114.0,9.99
43201-1,Disney,Encanto,Isabela's Magical Door,114.0,19.99
76242-1,Marvel Super Heroes,Avengers,Thanos Mech Armor,113.0,14.99
41634-1,BrickHeadz,The LEGO Movie 2,Emmet,113.0,14.99
31111-1,Creator,3 in 1,Cyber Drone,113.0,9.99
41606-1,BrickHeadz,Marvel Super Heroes,Star-Lord,113.0,9.99
42044-1,Technic,,Display Team Jet,113.0,12.99
10685-1,Juniors,City,Fire Suitcase,113.0,19.99
60033-1,City,Arctic,Arctic Ice Crawler,113.0,14.99
44025-1,HERO Factory,Invasion From Below,BULK Drill Machine,113.0,14.99
6360-1,Town,Leisure,Weekend Cottage,113.0,12.75
8362-1,Racers,Ferrari,Ferrari F1 Racer,113.0,15.0
79005-1,The Lord of the Rings,The Fellowship of the Ring,The Wizard Battle,113.0,12.99
8669-1,Racers,Power Racers,Fire Spinner 360,113.0,10.0
40671-1,BrickHeadz,Marvel Super Heroes,Potted Groot,113.0,9.99
8702-1,Castle,Knights' Kingdom II,Lord Vladek,112.0,20.0
9540-1,Education,Duplo,Early Maths 4+ Numbers Set,112.0,81.0
8111-1,Exo-Force,Deep Jungle,River Dragon,112.0,7.99
4473-1,City,Police,Police Helicopter,112.0,17.99
7016-1,Vikings,,Viking Boat against the Wyvern Dragon,112.0,10.0
6905-1,Space,Insectoids,Bi-Wing Blaster,112.0,15.0
6045-1,Castle,Ninja,Ninja Surprise,112.0,13.0
6459-1,Town,Space Port,Fuel Truck,112.0,15.0
41027-1,Friends,General,Mia's Lemonade Stand,112.0,9.99
75131-1,Star Wars,Episode VII,Resistance Trooper Battle Pack,112.0,12.99
75165-1,Star Wars,Rogue One,Imperial Trooper Battle Pack,112.0,14.99
60304-1,City,Road Plates,Road Plates,112.0,19.99
10948-1,Duplo,,Parking Garage and Car Wash,112.0,99.99
40461-1,Creator,Botanical Collection,Tulips,111.0,9.99
43220-1,Disney,Storybook Adventures,Peter Pan & Wendy's Storybook Adventure,111.0,19.99
41695-1,Friends,Heartlake City,Pet Clinic,111.0,19.99
43177-1,Disney,Storybook Adventures,Belle's Storybook Adventures,111.0,19.99
40202-1,Seasonal,Easter,Easter Chick,111.0,9.99
70127-1,Legends of Chima,Legend Beasts,Wolf Legend Beast,111.0,9.99
7518-1,Clikits,,Cool Room Catchers,111.0,10.0
7519-1,Clikits,,Cool Room Frames,111.0,10.0
7255-1,Star Wars,Episode III,General Grievous Chase,111.0,20.0
4792-1,Alpha Team,Mission Deep Sea,Alpha Team Navigator and ROV,111.0,10.0
5795-1,Duplo,,Big City Hospital,111.0,89.99
8668-1,Racers,Power Racers,Side Rider 55,111.0,10.0
8163-1,Racers,Power Racers,Blue Sprinter,110.0,12.99
40058-1,Seasonal,Christmas,Decorating the Tree,110.0,7.99
4401-1,Creator,Designer Set,Little Creations,110.0,7.0
4539-1,Trains,9V,Manual Level Crossing,110.0,25.0
3422-1,Sports,Football,Shoot 'n' Save,110.0,20.0
2160-1,Aquazone,Aquaraiders,Crystal Scavenger,110.0,15.0
3772-1,Duplo,Trains,Deluxe Train Set,110.0,89.99
60042-1,City,Police,High Speed Police Chase,110.0,19.99
70156-1,Legends of Chima,Speedorz,Fire vs. Ice,110.0,19.99
75900-1,Scooby-Doo,,Mummy Museum Mystery,110.0,14.99
10820-1,Duplo,,Creative Construction Basket,110.0,59.99
10740-1,Juniors,City,Fire Patrol Suitcase,110.0,19.99
40476-1,BrickHeadz,Disney,Daisy Duck,110.0,9.99
10782-1,Marvel Super Heroes,Spidey and His Amazing Friends,Hulk vs. Rhino Truck Showdown,110.0,19.99
41733-1,Friends,General,Mobile Bubble Tea Shop,109.0,9.99
70661-1,Ninjago,Spinjitzu,Spinjitzu Zane,109.0,9.99
75225-1,Star Wars,Episode VIII,Elite Praetorian Guard Battle Pack,109.0,14.99
41624-1,BrickHeadz,Disney,Mickey Mouse,109.0,9.99
41916-1,Dots,Extra Dots,Extra DOTS - Series 2,109.0,3.99
41908-1,Dots,Extra Dots,Extra DOTS - Series 1,109.0,3.99
75160-1,Star Wars,MicroFighters,U-wing Microfighter,109.0,9.99
41593-1,BrickHeadz,Disney,Captain Jack Sparrow,109.0,9.99
31071-1,Creator,3 in 1,Drone Explorer,109.0,9.99
31072-1,Creator,3 in 1,Extreme Engines,109.0,9.99
702-2,Samsonite,Basic Set,Small Basic Set,109.0,1.95
71314-1,Bionicle,Shadow Horde,Storm Beast,109.0,14.99
45005-1,Education,Duplo,Story Tales,109.0,169.95
70166-1,Ultra Agents,,Spyclops Infiltration,109.0,9.99
75134-1,Star Wars,Battlefront,Galactic Empire Battle Pack,109.0,12.99
70606-1,The LEGO Ninjago Movie,,Spinjitzu Training,109.0,9.99
41111-1,Friends,Party,Party Train,109.0,9.99
6580-1,Town,Extreme Team,Land Jet 7,109.0,12.0
6668-1,Town,Maintenance,Recycle Truck,109.0,9.25
4751-1,Harry Potter,Prisoner of Azkaban,Harry and the Marauder's Map,109.0,10.0
4940-1,Rock Raiders,,The Granite Grinder,109.0,15.0
M1089096-1,Miscellaneous,Muji,Move,109.0,29.5
3300014-1,Seasonal,Christmas,Christmas Set,109.0,14.99
70000-1,Legends of Chima,The Power of the CHI,Razcal's Glider,109.0,11.99
9078-1,Education,Duplo,Duplo Special Elements Set,109.0,90.0
9937-1,Dacta,,Small Chain Links,108.0,7.5
7630-1,City,Construction,Front-End Loader,108.0,12.99
3836-1,Games,,Magikus ,108.0,9.99
4743-1,Alpha Team,Mission Deep Freeze,Ice Blade,108.0,10.0
1665-1,Town,Racing,Dual FX Racers,108.0,8.75
1100-1,Town,Special,Sky Pirates,108.0,17.0
6738-1,Island Xtreme Stunts,,Skateboard Challenge,108.0,20.0
7250-1,Star Wars,Episode III,Clone Scout Walker,108.0,10.0
8215-1,Technic,,Gyro Copter,108.0,8.0
44021-1,HERO Factory,Invasion From Below,SPLITTER Beast vs. FURNO & EVO,108.0,19.99
41115-1,Friends,Art,Emma's Creative Workshop,108.0,9.99
70789-1,Bionicle,Toa Masters,Onua - Master of Earth,108.0,19.99
75197-1,Star Wars,Episode VIII,First Order Specialists Battle Pack,108.0,14.99
41601-1,BrickHeadz,DC Comics Super Heroes,Cyborg,108.0,9.99
10739-1,Juniors,Ninjago,Shark Attack,108.0,19.99
40422-1,BrickHeadz,Universal Monsters,Frankenstein,108.0,9.99
41165-1,Disney,Frozen II,Anna's Canoe Expedition,108.0,19.99
43204-1,Disney,Frozen,Anna and Olaf's Castle Fun,108.0,29.99
75359-1,Star Wars,The Clone Wars,332nd Ahsoka's Clone Trooper Battle Pack,108.0,19.99
71428-1,Super Mario,Expansion Set,Yoshis' Egg-cellent Forest,107.0,9.99
41921-1,Dots,Extra Dots,Extra DOTS - Series 3,107.0,3.99
60077-1,City,Space,Space Starter Set,107.0,9.99
70794-1,Bionicle,Skull Army,Skull Scorpio,107.0,14.99
40124-1,Seasonal,Christmas,Winter Fun,107.0,9.99
10669-1,Juniors,Teenage Mutant Ninja Turtles,Turtle Lair,107.0,19.99
70125-1,Legends of Chima,Legend Beasts,Gorilla Legend Beast,107.0,9.99
7412-1,Adventurers,Orient Expedition,Yeti's Hideout,107.0,10.0
7127-1,Star Wars,Episode VI,Imperial AT-ST,107.0,10.0
7244-1,City,Harbor,Speedboat,107.0,29.99
8357-1,Racers,Drome Racers,Zonic Strike,107.0,15.0
8237-1,Technic,Speed Slammers,Formula Force,107.0,10.0
1252-1,Town,Shell,Shell Tanker,107.0,7.0
3439-1,Town,Special,Spy Runner,107.0,10.0
9660-1,Dacta,Duplo,Early Structures,107.0,69.0
5419-1,Duplo,,Build a Farm,107.0,29.99
3854-1,Games,,Frog Rush,107.0,14.99
70102-1,Legends of Chima,Speedorz,CHI Waterfall,106.0,14.99
10556-1,Duplo,,Creative Chest,106.0,44.99
6118-1,Bricks and More,,Wheels and Tyres,106.0,12.99
8270-1,Technic,,Rough Terrain Crane,106.0,9.99
3442-1,Town,Vehicles,LEGOLAND California Truck,106.0,10.0
3743-1,Trains,9V,Locomotive Blue Bricks,106.0,7.0
3744-1,Trains,9V,Locomotive Green Bricks,106.0,7.0
3745-1,Trains,9V,Locomotive Black Bricks,106.0,7.0
3746-1,Trains,9V,Locomotive Brown Bricks,106.0,7.0
3747-1,Trains,9V,Locomotive Dark Grey Bricks,106.0,7.0
6266-1,Pirates,Imperial Guards,Cannon Cove,106.0,17.5
6341-1,Town,Flight,Gas and Go Flyer,106.0,13.25
7124-1,Star Wars,Episode I,Flash Speeder,106.0,10.0
40086-1,Seasonal,Easter,LEGO Easter,106.0,9.99
75088-1,Star Wars,The Clone Wars,Senate Commando Troopers,106.0,12.99
31030-1,Creator,3 in 1,Red Go-Kart,106.0,9.99
75121-1,Star Wars,Buildable Figures,Imperial Death Trooper,106.0,24.99
10840-1,Duplo,,Big Fair,106.0,79.99
71420-1,Super Mario,Expansion Set,Rambi the Rhino,106.0,10.99
71740-1,Ninjago,Tournament of Elements,Jay's Electro Mech,106.0,19.99
43176-1,Disney,Storybook Adventures,Ariel's Storybook Adventures,105.0,19.99
75266-1,Star Wars,Episode IX,Sith Troopers Battle Pack,105.0,14.99
10875-1,Duplo,Trains,Cargo Train,105.0,129.99
71415-1,Super Mario,Expansion Set,Ice Mario Suit and Frozen World,105.0,24.99
41931-1,Dots,Extra Dots,Extra DOTS - Series 4,105.0,3.99
75320-1,Star Wars,Episode V,Snowtrooper Battle Pack,105.0,19.99
40266-1,Friends,Accessories,Mini Keepsake Box,105.0,5.99
41605-1,BrickHeadz,Marvel Super Heroes,Thanos,105.0,9.99
75089-1,Star Wars,Miscellaneous,Geonosis Troopers,105.0,12.99
75076-1,Star Wars,Microfighters,Republic Gunship Microfighter,105.0,9.99
10584-1,Duplo,Forest Animals,Forest: Park,105.0,59.99
71255-1,Dimensions,Team Pack,Teen Titans Go! Team Pack,105.0,24.99
10593-1,Duplo,Fire,Fire Station,105.0,49.99
70124-1,Legends of Chima,Legend Beasts,Eagle Legend Beast,105.0,9.99
COMCON032-1,Star Wars,Promotional,Jek-14 Mini Stealth Starfighter,105.0,39.99
6042-1,Castle,Lion Knights,Dungeon Hunters,105.0,12.75
6056-1,Castle,Dragon Knights,Dragon Wagon,105.0,20.0
10156-1,Town,Special,LEGO Truck,105.0,15.0
2148-1,Town,Vehicles,LEGO Truck,105.0,11.0
3057-1,Books,LEGO,Create 'N' Race,105.0,20.0
10106-1,Seasonal,Christmas,LEGO Snowflake,105.0,7.99
9231-1,Education,Duplo,Playhouse Set,105.0,69.0
9134-1,Education,Duplo,Life-on-the-Farm Set,105.0,97.0
8670-1,Racers,Power Racers,Jump Master,105.0,10.0
70112-1,Legends of Chima,Speedorz,Croc Chomp,105.0,14.99
70108-1,Legends of Chima,Speedorz,Royal Roost,105.0,14.99
79000-1,The Hobbit,An Unexpected Journey,Riddles for the Ring,105.0,9.99
7977-1,Atlantis,,Seabed Strider,105.0,9.99
7050-1,Space,Alien Conquest,Alien Defender,105.0,9.99
42634-1,Friends,Horseback Riding,Horse and Pony Trailer,105.0,19.99
71804-1,Ninjago,Dragons Rising Season 2,Arin's Battle Mech,104.0,15.99
6918-1,Castle,Kingdoms,Blacksmith Attack,104.0,9.99
2236-1,HERO Factory,Savage Planet,Scorpio,104.0,24.99
8162-1,Racers,Power Racers,Race Rig,104.0,12.99
8260-1,Technic,,Tractor,104.0,9.99
8675-1,Racers,Outdoor RC,Outdoor Challenger,104.0,160.0
3050-1,Castle,Ninja,Shanghai Surprise,104.0,12.0
4178-1,Mickey Mouse,,Mickey's Fishing Adventure,104.0,24.0
1992-1,Town,Racing,Dragsters,104.0,7.75
6150-1,Aquazone,Hydronauts,Crystal Detector,104.0,20.0
7520-1,Clikits,,Pillow Décor 'N' More,104.0,20.0
70800-1,The LEGO Movie,,Getaway Glider,104.0,12.99
75127-1,Star Wars,Microfighters,The Ghost Microfighter,104.0,9.99
60113-1,City,Racing,Rally Car,104.0,9.99
75119-1,Star Wars,Buildable Figures,Sergeant Jyn Erso,104.0,24.99
75537-1,Star Wars,Buildable Figures,Darth Maul,104.0,29.99
10869-1,Duplo,,Farm Adventures,104.0,59.99
41151-1,Disney,Mulan,Mulan's Training Day,104.0,14.99
41619-1,BrickHeadz,Star Wars,Darth Vader,104.0,9.99
41636-1,BrickHeadz,The LEGO Movie 2,Benny,103.0,9.99
41397-1,Friends,Beach,Juice Truck,103.0,19.99
41251-1,Trolls World Tour,,Poppy's Pod,103.0,19.99
76170-1,Marvel Super Heroes,Avengers,Iron Man vs. Thanos,103.0,19.99
10777-1,Disney,Mickey and Friends,Mickey and Minnie's Camping Trip,103.0,24.99
71205-1,Dimensions,Team Pack,Jurassic World Team Pack,103.0,24.99
6155-1,Aquazone,Aquasharks,Deep Sea Predator,103.0,22.0
6254-1,Pirates,,Rocky Reef,103.0,15.0
6094-1,Castle,Knights' Kingdom I,Guarded Treasure,103.0,15.0
5834-1,Belville,Fairy-Tale,The Enchanted Garden,103.0,42.0
7840-1,Duplo,Airport,Airport Action Set,103.0,79.99
3191-2,Duplo,,"Yellow Half-Tub, Special Edition",103.0,15.0
7078-1,Castle,Fantasy Era,King's Battle Chariot,103.0,19.99
44000-1,HERO Factory,Brain Attack,FURNO XL,103.0,19.99
71789-1,Ninjago,Dragons Rising Season 1,Kai and Ras's Car and Bike Battle,103.0,19.99
60438-1,City,Harbor,Sailboat,102.0,19.99
70500-1,Ninjago,The Final Battle,Kai's Fire Mech,102.0,9.99
75011-1,Star Wars,Planet Set,Tantive IV & Planet Alderaan,102.0,9.99
4200-1,City,Mining,Mining 4x4,102.0,11.99
5507-1,Duplo,,Duplo Deluxe Brick Box,102.0,49.99
5488-1,Duplo,,Duplo Farm Building Set,102.0,39.99
3178-1,City,General,Seaplane,102.0,10.99
9656-1,Education,Duplo,Early Simple Machines Set,102.0,174.95
7654-1,Star Wars,Episode III,Droids Battle Pack,102.0,9.99
4490-1,Star Wars,Mini Building Set,Republic Gunship,102.0,7.0
10023-1,Bionicle,Accessories,Bionicle Master Builder Set,102.0,12.99
1253-1,Town,Shell,Shell Race Car Transporter,102.0,6.25
5942-1,Belville,,Pop Studio,102.0,22.99
6328-1,Town,Police,Helicopter Transport,102.0,15.0
6884-1,Space,Futuron,Hyper Pod explorer,102.0,9.99
75115-1,Star Wars,Buildable Figures,Poe Dameron,102.0,24.99
71245-1,Dimensions,Level Pack,Adventure Time Level Pack,102.0,29.99
70791-1,Bionicle,Skull Army,Skull Warrior,102.0,14.99
75077-1,Star Wars,Microfighters,Homing Spider Droid Microfighter,102.0,9.99
44027-1,HERO Factory,Invasion From Below,BREEZ Flea Machine,102.0,14.99
850751-1,Miscellaneous,Photo frames,Orlando Picture Frame,102.0,14.99
31057-1,Creator,3 in 1,Air Blazer,102.0,9.99
75206-1,Star Wars,Episode II,Jedi and Clone Troopers Battle Pack,102.0,14.99
41487-1,BrickHeadz,The LEGO Ninjago Movie,Lloyd,102.0,9.99
71315-1,Bionicle,Shadow Horde,Quake Beast,102.0,14.99
75267-1,Star Wars,The Mandalorian,Mandalorian Battle Pack,102.0,14.99
75942-1,Jurassic World,Legend of Isla Nublar,Velociraptor: Biplane Rescue Mission,101.0,29.99
75295-1,Star Wars,MicroFighters,Millennium Falcon Microfighter,101.0,9.99
41452-1,Unikitty,,Prince Puppycorn Trike,101.0,9.99
60344-1,City,Farm,Chicken Henhouse,101.0,9.99
75535-1,Star Wars,Buildable Figures,Han Solo,101.0,24.99
75536-1,Star Wars,Buildable Figures,Range Trooper,101.0,24.99
